date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:19:30	120001/120001	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:30%20GMT	https://wager.tw/page/slot	C:/My%20Websites/https___wager.tw_/wager.tw/page/slot.html	(from https://wager.tw/)
10:19:30	139763/139763	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:30%20GMT	https://wager.tw/page/livebet	C:/My%20Websites/https___wager.tw_/wager.tw/page/livebet.html	(from https://wager.tw/)
10:19:31	55873/55873	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:30%20GMT	https://wager.tw/page/sport	C:/My%20Websites/https___wager.tw_/wager.tw/page/sport.html	(from https://wager.tw/)
10:19:31	49789/49789	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:30%20GMT	https://wager.tw/page/lottly	C:/My%20Websites/https___wager.tw_/wager.tw/page/lottly.html	(from https://wager.tw/)
10:19:31	45591/45591	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:31%20GMT	https://wager.tw/page/Esports	C:/My%20Websites/https___wager.tw_/wager.tw/page/Esports.html	(from https://wager.tw/)
10:19:31	49908/49908	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:31%20GMT	https://wager.tw/page/chess	C:/My%20Websites/https___wager.tw_/wager.tw/page/chess.html	(from https://wager.tw/)
10:19:32	185107/185107	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:31%20GMT	https://wager.tw/page/casino-game	C:/My%20Websites/https___wager.tw_/wager.tw/page/casino-game.html	(from https://wager.tw/)
10:19:32	148007/148007	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:31%20GMT	https://wager.tw/page/bacca-game	C:/My%20Websites/https___wager.tw_/wager.tw/page/bacca-game.html	(from https://wager.tw/)
10:19:32	169514/169514	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:32%20GMT	https://wager.tw/page/2024scratch	C:/My%20Websites/https___wager.tw_/wager.tw/page/2024scratch.html	(from https://wager.tw/)
10:19:32	99313/99313	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:32%20GMT	https://wager.tw/page/2024wbsc	C:/My%20Websites/https___wager.tw_/wager.tw/page/2024wbsc.html	(from https://wager.tw/)
10:19:33	67028/67028	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:32%20GMT	https://wager.tw/page/euro2024	C:/My%20Websites/https___wager.tw_/wager.tw/page/euro2024.html	(from https://wager.tw/)
10:19:33	52418/52418	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:32%20GMT	https://wager.tw/page/2024nba	C:/My%20Websites/https___wager.tw_/wager.tw/page/2024nba.html	(from https://wager.tw/)
10:19:33	52882/52882	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:33%20GMT	https://wager.tw/page/Olympics	C:/My%20Websites/https___wager.tw_/wager.tw/page/Olympics.html	(from https://wager.tw/)
10:19:33	53697/53697	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:33%20GMT	https://wager.tw/page/Premier	C:/My%20Websites/https___wager.tw_/wager.tw/page/Premier.html	(from https://wager.tw/)
10:19:34	50830/50830	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:33%20GMT	https://wager.tw/page/7504CD951687321CE3AB	C:/My%20Websites/https___wager.tw_/wager.tw/page/7504CD951687321CE3AB.html	(from https://wager.tw/)
10:19:34	52783/52783	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:33%20GMT	https://wager.tw/page/football-live	C:/My%20Websites/https___wager.tw_/wager.tw/page/football-live.html	(from https://wager.tw/)
10:19:34	207173/207173	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:34%20GMT	https://wager.tw/page/2023NBA	C:/My%20Websites/https___wager.tw_/wager.tw/page/2023NBA.html	(from https://wager.tw/)
10:19:35	154585/154585	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:34%20GMT	https://wager.tw/page/2023NBA-Finals	C:/My%20Websites/https___wager.tw_/wager.tw/page/2023NBA-Finals.html	(from https://wager.tw/)
10:19:35	171285/171285	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:34%20GMT	https://wager.tw/page/2026fifa-world-cup	C:/My%20Websites/https___wager.tw_/wager.tw/page/2026fifa-world-cup.html	(from https://wager.tw/)
10:19:35	102193/102193	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:34%20GMT	https://wager.tw/page/onlinecasino	C:/My%20Websites/https___wager.tw_/wager.tw/page/onlinecasino.html	(from https://wager.tw/)
10:19:35	155211/155211	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:35%20GMT	https://wager.tw/page/nhacaiuytin	C:/My%20Websites/https___wager.tw_/wager.tw/page/nhacaiuytin.html	(from https://wager.tw/)
10:19:36	72548/72548	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:35%20GMT	https://wager.tw/article/viptransfer	C:/My%20Websites/https___wager.tw_/wager.tw/article/viptransfer.html	(from https://wager.tw/)
10:19:36	88339/88339	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:35%20GMT	https://wager.tw/article/atg	C:/My%20Websites/https___wager.tw_/wager.tw/article/atg.html	(from https://wager.tw/)
10:19:36	77581/77581	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:36%20GMT	https://wager.tw/article/DD9917599F435259	C:/My%20Websites/https___wager.tw_/wager.tw/article/DD9917599F435259.html	(from https://wager.tw/)
10:19:37	79075/79075	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:36%20GMT	https://wager.tw/article/ninja	C:/My%20Websites/https___wager.tw_/wager.tw/article/ninja.html	(from https://wager.tw/)
10:19:37	74007/74007	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:36%20GMT	https://wager.tw/article/DBA2D0169C06D128F942	C:/My%20Websites/https___wager.tw_/wager.tw/article/DBA2D0169C06D128F942.html	(from https://wager.tw/)
10:19:37	76184/76184	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:36%20GMT	https://wager.tw/article/986A68BCFAC98C02C38E	C:/My%20Websites/https___wager.tw_/wager.tw/article/986A68BCFAC98C02C38E.html	(from https://wager.tw/)
10:19:37	186477/186477	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:37%20GMT	https://wager.tw/news?fid=1275	C:/My%20Websites/https___wager.tw_/wager.tw/news79d6.html	(from https://wager.tw/)
10:19:38	63475/63475	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:37%20GMT	https://wager.tw/news?fid=1275&nid=1474	C:/My%20Websites/https___wager.tw_/wager.tw/newsd23b.html	(from https://wager.tw/)
10:19:38	62437/62437	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:37%20GMT	https://wager.tw/news?fid=1275&nid=588	C:/My%20Websites/https___wager.tw_/wager.tw/newsb48e.html	(from https://wager.tw/)
10:19:38	112775/112775	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:37%20GMT	https://wager.tw/news?fid=1275&nid=524	C:/My%20Websites/https___wager.tw_/wager.tw/newsc09e.html	(from https://wager.tw/)
10:19:38	59068/59068	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:38%20GMT	https://wager.tw/news?fid=1275&nid=481	C:/My%20Websites/https___wager.tw_/wager.tw/news9c1b.html	(from https://wager.tw/)
10:19:39	128393/128393	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:38%20GMT	https://wager.tw/news?fid=1275&nid=461	C:/My%20Websites/https___wager.tw_/wager.tw/news2460.html	(from https://wager.tw/)
10:19:39	59904/59904	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:38%20GMT	https://wager.tw/news?fid=1275&nid=473	C:/My%20Websites/https___wager.tw_/wager.tw/news3858.html	(from https://wager.tw/)
10:19:39	57748/57748	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:38%20GMT	https://wager.tw/news?fid=1275&nid=436	C:/My%20Websites/https___wager.tw_/wager.tw/news55d3.html	(from https://wager.tw/)
10:19:39	56621/56621	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:39%20GMT	https://wager.tw/news?fid=1275&nid=434	C:/My%20Websites/https___wager.tw_/wager.tw/news59f8.html	(from https://wager.tw/)
10:19:39	58692/58692	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:39%20GMT	https://wager.tw/news?fid=1275&nid=440	C:/My%20Websites/https___wager.tw_/wager.tw/newsc643.html	(from https://wager.tw/)
10:19:40	53363/53363	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:39%20GMT	https://wager.tw/news?fid=1275&nid=1072	C:/My%20Websites/https___wager.tw_/wager.tw/news744d.html	(from https://wager.tw/)
10:19:40	53689/53689	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:39%20GMT	https://wager.tw/news?fid=1275&nid=443	C:/My%20Websites/https___wager.tw_/wager.tw/newsf696.html	(from https://wager.tw/)
10:19:40	57734/57734	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:39%20GMT	https://wager.tw/news?fid=1275&nid=442	C:/My%20Websites/https___wager.tw_/wager.tw/newsecf0.html	(from https://wager.tw/)
10:19:40	54273/54273	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:40%20GMT	https://wager.tw/news?fid=1275&nid=441	C:/My%20Websites/https___wager.tw_/wager.tw/news44fb.html	(from https://wager.tw/)
10:19:41	64937/64937	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:40%20GMT	https://wager.tw/news?fid=1275&nid=438	C:/My%20Websites/https___wager.tw_/wager.tw/newsccf2.html	(from https://wager.tw/)
10:19:41	25090/25090	---M--	200	added ('OK')	image/webp	etag:%221df559de9a32aee52db99dc857ae01e7%22	https://wager.tw/upload/73/intro_images/5351fcc8-0ea9-48dc-884b-9e8fdd11a015.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/intro_images/5351fcc8-0ea9-48dc-884b-9e8fdd11a015.webp	(from https://wager.tw/)
10:19:41	64444/64444	---M--	200	added ('OK')	image/webp	etag:%229a331105d99ea46e82b9d8fe7a18f7e9%22	https://wager.tw/upload/73/ckeditor_images/c56180ef-a691-4439-9efb-c5829428379d.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/c56180ef-a691-4439-9efb-c5829428379d.webp	(from https://wager.tw/)
10:19:41	35680/35680	---M--	200	added ('OK')	image/webp	etag:%22809a05dcc2c2e4091272d5ece44e82e2%22	https://wager.tw/upload/73/ckeditor_images/2f1830d1-523d-4dda-a91d-cd39de5ffdd9.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/2f1830d1-523d-4dda-a91d-cd39de5ffdd9.webp	(from https://wager.tw/)
10:19:41	32884/32884	---M--	200	added ('OK')	image/webp	etag:%22c65f79acb095030ce772202c5c7beb1c%22	https://wager.tw/upload/73/ckeditor_images/8c5e664c-faba-46cc-b230-e8789f182705.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/8c5e664c-faba-46cc-b230-e8789f182705.webp	(from https://wager.tw/)
10:19:41	35788/35788	---M--	200	added ('OK')	image/webp	etag:%2298b678a61d8ec48e192019002bcd7edc%22	https://wager.tw/upload/73/ckeditor_images/d3ac1500-da32-4990-b6aa-ccf466d9e0bf.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/d3ac1500-da32-4990-b6aa-ccf466d9e0bf.webp	(from https://wager.tw/)
10:19:42	52086/52086	---M--	200	added ('OK')	image/webp	etag:%225c1d7c4b03f3a8c5432a12252157add7%22	https://wager.tw/upload/73/ckeditor_images/62658767-0ead-4158-9005-195ac1691500.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/62658767-0ead-4158-9005-195ac1691500.webp	(from https://wager.tw/)
10:19:42	85016/85016	---M--	200	added ('OK')	image/webp	etag:%22069e33654521286d85ae1316430080ff%22	https://wager.tw/upload/73/ckeditor_images/4a388e1d-3ccd-441e-90e8-e81a47399b84.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/4a388e1d-3ccd-441e-90e8-e81a47399b84.webp	(from https://wager.tw/)
10:19:42	22024/22024	---M--	200	added ('OK')	image/webp	etag:%22955402db980ecf63c0f01363058d7cec%22	https://wager.tw/upload/73/intro_images/d31cc330-fb90-4940-a2aa-0486be5dea87.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/intro_images/d31cc330-fb90-4940-a2aa-0486be5dea87.webp	(from https://wager.tw/)
10:19:42	16914/16914	---M--	200	added ('OK')	image/webp	etag:%223ed888d02920aae0542af2634d4bd206%22	https://wager.tw/upload/73/ckeditor_images/5a207f37-882c-48f1-ab62-dcc9b52deba6.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/5a207f37-882c-48f1-ab62-dcc9b52deba6.webp	(from https://wager.tw/)
10:19:42	20370/20370	---M--	200	added ('OK')	image/webp	etag:%22458cee288526e56236289a2da29c2f23%22	https://wager.tw/upload/73/ckeditor_images/1f382686-a0ad-48f9-aca5-ddc1a8d2b73d.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/1f382686-a0ad-48f9-aca5-ddc1a8d2b73d.webp	(from https://wager.tw/)
10:19:43	9436/9436	---M--	200	added ('OK')	image/webp	etag:%22c1e3ae39f17862ce263c6c2029897edd%22	https://wager.tw/upload/73/ckeditor_images/8c9681b0-d2e2-4f3c-ae9b-99a9fcb15289.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/8c9681b0-d2e2-4f3c-ae9b-99a9fcb15289.webp	(from https://wager.tw/)
10:19:43	20246/20246	---M--	200	added ('OK')	image/webp	etag:%224f16e434355481c42c6ba8ade49734ec%22	https://wager.tw/upload/73/ckeditor_images/aeb2e1dd-13b7-4cb4-a865-61c3ce5715ae.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/aeb2e1dd-13b7-4cb4-a865-61c3ce5715ae.webp	(from https://wager.tw/)
10:19:43	20458/20458	---M--	200	added ('OK')	image/webp	etag:%22ea1e89f4209c9c00ac9a12f95bb4cbdf%22	https://wager.tw/upload/73/intro_images/926b6b14-4748-498e-a5d8-1d37d723436e.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/intro_images/926b6b14-4748-498e-a5d8-1d37d723436e.webp	(from https://wager.tw/)
10:19:44	73853/73853	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:43%20GMT	https://wager.tw/article/leo-closed	C:/My%20Websites/https___wager.tw_/wager.tw/article/leo-closed.html	(from https://wager.tw/)
10:19:44	25022/25022	---M--	200	added ('OK')	image/webp	etag:%22924980344797515de3d0dc3641164bf5%22	https://wager.tw/upload/73/intro_images/fff78279-d0e8-4a72-9333-56c837fdc51a.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/intro_images/fff78279-d0e8-4a72-9333-56c837fdc51a.webp	(from https://wager.tw/)
10:19:44	35882/35882	---M--	200	added ('OK')	image/jpeg	etag:%221a40e65ecbc04c1fadc829256ecee002%22	https://wager.tw/upload/73/ckeditor_images/da41ca9d-56e8-49fa-a4bb-e78f10414c97.jpg	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/da41ca9d-56e8-49fa-a4bb-e78f10414c97.jpg	(from https://wager.tw/)
10:19:44	18839/18839	---M--	200	added ('OK')	image/jpeg	etag:%22f7e0fd0253f1b96c53457625db1f4ac2%22	https://wager.tw/upload/73/ckeditor_images/55ba6962-625a-4919-a390-7dbe729daf10.jpg	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/ckeditor_images/55ba6962-625a-4919-a390-7dbe729daf10.jpg	(from https://wager.tw/)
10:19:44	59673/59673	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:44%20GMT	https://wager.tw/news?fid=15168	C:/My%20Websites/https___wager.tw_/wager.tw/newsbbc1.html	(from https://wager.tw/)
10:19:45	47493/47493	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:44%20GMT	https://wager.tw/news?fid=15168&nid=1702	C:/My%20Websites/https___wager.tw_/wager.tw/news2d5a.html	(from https://wager.tw/)
10:19:45	47591/47591	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:44%20GMT	https://wager.tw/news?fid=15168&nid=1705	C:/My%20Websites/https___wager.tw_/wager.tw/newsab05.html	(from https://wager.tw/)
10:19:45	47109/47109	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:45%20GMT	https://wager.tw/news?fid=15168&nid=1704	C:/My%20Websites/https___wager.tw_/wager.tw/news31a5.html	(from https://wager.tw/)
10:19:45	47473/47473	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:45%20GMT	https://wager.tw/news?fid=15168&nid=1703	C:/My%20Websites/https___wager.tw_/wager.tw/newsaed9.html	(from https://wager.tw/)
10:19:46	61318/61318	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:19:45%20GMT	https://wager.tw/store?id=333	C:/My%20Websites/https___wager.tw_/wager.tw/storeca7f.html	(from https://wager.tw/)
